index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,runtime_omdb_min,imdbVotes_clean,imdbRating_clean
29,tm90896,The Return of the Prodigal Son,MOVIE,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahineâ€™s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,,124,tt0074168,7.2,768.0,Return of the Prodigal Son,1978,,24 Sep 1976,120 min,"Crime, Drama, Musical","Youssef Chahine, Farouk Beloufa","Farouk Beloufa, Youssef Chahine, Salah Jahine","Mahmoud Al Meleji, Huda Sultan, Shukri Sarhan","Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family expectations.",Arabic,Egypt,,https://m.media-amazon.com/images/M/MV5BODUxYjQ4YjEtZDI5Ni00MDk3LTkzNzYtMTFjZDk1NTA2NTI1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,977,tt0074168,movie,,,,,120.0,977.0,7.1
30,tm75975,Prince,MOVIE,"To better himself, a spoiled prince temporarily assumes a commoner's identity. But he soon learns his palace has been gifted to his father's new wife.",1969,,152,tt0064842,6.9,168.0,Prince,1969,,,,"Musical, Romance",Lekh Tandon,Abrar Alvi,"Shammi Kapoor, Vyjayanthimala, Rajendranath Malhotra","A rich prince who lives in luxury wants to attain inner peace. He leaves his riches to become an ordinary villager and from there on, his adventure begins.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BYTUyN2IzZGItOTJlZS00ZTJjLWEwNjQtYTFjZmY3MGZmNTNiXkEyXkFqcGdeQXVyMjMzMzc0MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,218,tt0064842,movie,,,,,,218.0,7.1
31,tm107372,Manoranjan,MOVIE,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",1974,,162,tt0071811,6.5,236.0,Manoranjan,1974,,11 Jan 1974,158 min,"Comedy, Musical, Romance",Shammi Kapoor,Abrar Alvi,"Shammi Kapoor, Sanjeev Kumar, Zeenat Aman","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BYTkwNjhlNmMtZjYzMi00Njc0LTkwNmMtNDMxMTFmOGYxYzJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,288,tt0071811,movie,,,,,158.0,288.0,6.5
32,tm200475,"Beirut, Oh Beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,,110,tt0169599,6.5,106.0,Beyrouth ya Beyrouth,1975,,18 Oct 2020,111 min,Drama,Maroun Bagdadi,Oussama El-Aref,"Ezzat El Alaili, Mireille Maalouf, Joseph Bou Nassar",Beirut Oh Beirut (1975) follows four young Lebanese after the defeat of Lebanon by Israeli forces in the Six Day War of 1967.,Arabic,Lebanon,,https://m.media-amazon.com/images/M/MV5BYmIwNjY5MGItZDc1MS00NTcyLWE0MjAtNjU5MjA4YzFkNGExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,142,tt0169599,movie,,,,,111.0,142.0,6.4
33,tm259855,We Are All for the Fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,,74,tt0170799,6.2,43.0,We Are All for the Fatherland,1979,TV-MA,18 Oct 2020,80 min,Documentary,Maroun Bagdadi,,,"After the 1979 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",French,"Lebanon, Canada, France",,https://m.media-amazon.com/images/M/MV5BYmE4YmE3NzItOTJkYS00ZjI5LTk1YTktMWI0NmQzZmE2ZmY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,73,tt0170799,movie,,,,,80.0,73.0,5.4
34,tm259684,Whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,,93,tt0170803,7.8,75.0,Whispers,1980,,,92 min,Documentary,Maroun Bagdadi,Maroun Bagdadi,"Nabil Ismaïl, Marcel Khalife","At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.","Arabic, French","Lebanon, Canada, France",,https://m.media-amazon.com/images/M/MV5BYTUzMjMzM2MtZWE0Yi00NjcyLWIxYjItMWUxYmFmYjMzODNhXkEyXkFqcGdeQXVyNDM1Mjc2NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,93,tt0170803,movie,,,,,92.0,93.0,7.6
35,tm344089,Lal Patthar,MOVIE,"Raja Kumar Bahadur alias Gyan Shankar Rai has been a total abstainer all his life, never touching a drop of alcohol, and keeping away from women and all known vices all his life. Then one day he sees a young woman named Saudamani, and instantly falls in love with her. He finds out about her background, and virtually buys her, and brings her to his palatial home. This is when he takes to drinking, and wooing her, and renaming her Madhuri, but refrains from marrying her. Years later, he sees another beautiful woman, about half his age, named Sumita, meets with her parents, pays off their debts, and marries her in the bargain.",1971,,153,tt0237395,6.2,137.0,Lal Patthar,1971,,31 Dec 1971,148 min,Drama,Sushil Majumdar,"Prasanta Chowdhary, Vrajendra Gaur, Nabendu Ghosh","Raaj Kumar, Hema Malini, Rakhee Gulzar","A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BMTkyNWI5ZmQtNzVlOS00MzkxLWI0ZTktZTEzMjAyZmY2Yzg4XkEyXkFqcGdeQXVyNDQwOTAzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",,6.0,159,tt0237395,movie,,,,,148.0,159.0,6.0
36,tm358653,Ujala,MOVIE,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",1959,,142,tt0157132,6.7,78.0,Ujala,1959,TV-14,,109 min,"Crime, Drama, Romance",Naresh Saigal,"Qamar Jalalabadi, Naresh Saigal, Manohar Singh Sehrai","Mala Sinha, Shammi Kapoor, Raaj Kumar","An impoverished male turns to crime, kills someone, tries to make a honest living but ends up becoming a suspect for theft.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BZjljOGI4MTAtZjAwNi00MTU5LTk5YTktZDA3ZjU5MDExOWExXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,88,tt0157132,movie,,,,,109.0,88.0,6.8
37,tm100027,Alibaba Aur 40 Chor,MOVIE,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979,,138,tt0079749,6.2,555.0,Adventures of Ali-Baba and the Forty Thieves,1980,,29 May 1980,138 min,"Action, Adventure, Family","Latif Faiziyev, Umesh Mehra","Shanti Prakash Bakshi, Boris Saakov, Javed Siddiqui","Dharmendra, Hema Malini, Zeenat Aman","Alibaba, (Dharmendra) a native of Guleba is in love with Marjina (Hema Malini). The town has a ruler, Abu Hasan. Guleban is terrorized by dacoits. Ali Baba hears the password to the door of the cave of the dacoits and takes a lot ...","Hindi, Russian","Soviet Union, India",,https://m.media-amazon.com/images/M/MV5BNmMyOWFjOWUtYWZmYy00M2RiLWFmMTUtYzQ4YWNlZmRhNDQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,670,tt0079749,movie,,,,,138.0,670.0,6.2
38,tm10204,Professor,MOVIE,"Sita devi is a very strict aunt for a number of young ladies, and does not allow them to fraternize with males. Along comes Pritam disguised as an elderly Professor Khanna to break every possible rule of the aunt",1962,,163,tt0056379,6.8,285.0,Professor,1962,,11 May 1962,166 min,"Comedy, Drama, Musical",Lekh Tandon,"Abrar Alvi, Shashi Bhushan","Shammi Kapoor, Lalita Pawar, Parveen Choudhary",A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,Hindi,India,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMzkzMzk4YzMtY2YzNi00ODQ3LWExZGQtYzhiNzI0NWU4ZDFlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,331,tt0056379,movie,,,,,166.0,331.0,6.9
41,tm336403,Khoon Khoon,MOVIE,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,,131,tt0230412,5.1,41.0,Khoon Khoon,1973,,,127 min,"Crime, Mystery, Thriller",Mohammed Hussain,"Umesh, Vrajendra Gaur","Mahendra Sandhu, Danny Denzongpa, Jagdeep",A Bombay cop tries to track down a serial killer who snipes at random victims.,Hindi,India,,https://m.media-amazon.com/images/M/MV5BZjI0MjRkMTMtZWRlMi00ZGZmLTg2MDYtMWZhZjRiMjdjZjFjXkEyXkFqcGdeQXVyMjU3MzYxODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",,5.2,56,tt0230412,movie,,,,,127.0,56.0,5.2
42,tm119776,Top Gun,MOVIE,"A heart-pounding combination of action, music and incredible aerial photography helped make Top Gun the blockbuster hit. of 1986. Top Gun takes a look at the danger and excitement that awaits every pilot at the Navy's prestigious fighter weapons school. Tom Cruise is superb as Lt. Pete ""Maverick"" Mitchell, a daring young flyer who's out to become the best. And Kelly McGillis sizzles as the civilian instructor who teaches Maverick a few things you can't learn in a classroom.",1986,PG,110,tt0092099,6.9,329656.0,Top Gun,1986,PG,16 May 1986,110 min,"Action, Drama",Tony Scott,"Jim Cash, Jack Epps Jr., Ehud Yonay","Tom Cruise, Tim Robbins, Kelly McGillis","The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds ...",English,United States,Won 1 Oscar. 11 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZmVjNzQ3MjYtYTZiNC00Y2YzLWExZTEtMTM2ZDllNDI0MzgyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,7.0,"540,892",tt0092099,movie,,"$180,258,178",,,110.0,540892.0,7.0
44,tm111075,Stand by Me,MOVIE,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",1986,R,89,tt0092005,8.1,392790.0,Stand by Me,1986,R,22 Aug 1986,89 min,"Adventure, Comedy, Drama",Rob Reiner,"Stephen King, Raynold Gideon, Bruce A. Evans","Wil Wheaton, River Phoenix, Corey Feldman",A writer recounts a childhood journey with his friends to find the body of a missing boy.,English,United States,Nominated for 1 Oscar. 6 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,8.1,"473,631",tt0092005,movie,,"$52,287,414",,,89.0,473631.0,8.1
45,tm180542,Once Upon a Time in America,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,R,229,tt0087843,8.3,342335.0,Once Upon a Time in America,1984,R,01 Jun 1984,229 min,"Crime, Drama",Sergio Leone,"Harry Grey, Leonardo Benvenuti, Piero De Bernardi","Robert De Niro, James Woods, Elizabeth McGovern","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","English, Italian, French, Yiddish, Hebrew","Italy, United States",Won 2 BAFTA 11 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,8.3,"400,934",tt0087843,movie,,"$5,321,508",,,229.0,400934.0,8.3
46,tm138875,When Harry Met Sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96,tt0098635,7.7,212913.0,When Harry Met Sally...,1989,R,21 Jul 1989,95 min,"Comedy, Drama, Romance",Rob Reiner,Nora Ephron,"Billy Crystal, Meg Ryan, Carrie Fisher","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",English,United States,Nominated for 1 Oscar. 6 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,7.7,"259,667",tt0098635,movie,,"$93,117,425",,,95.0,259667.0,7.7
47,tm155792,Teenage Mutant Ninja Turtles,MOVIE,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",1990,PG,93,tt0100758,6.7,92647.0,Teenage Mutant Ninja Turtles,1990,PG,30 Mar 1990,93 min,"Action, Adventure, Comedy",Steve Barron,"Kevin Eastman, Peter Laird, Bobby Herbeck","Judith Hoag, Elias Koteas, Josh Pais",Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,"English, French","Hong Kong, United States",3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.8,"110,825",tt0100758,movie,,"$135,384,756",,,93.0,110825.0,6.8
48,tm22327,Full Metal Jacket,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,R,116,tt0093058,8.3,723306.0,Full Metal Jacket,1987,R,10 Jul 1987,116 min,"Drama, War",Stanley Kubrick,"Stanley Kubrick, Michael Herr, Gustav Hasford","Matthew Modine, R. Lee Ermey, Vincent D'Onofrio",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"English, Vietnamese","United Kingdom, United States",Nominated for 1 Oscar. 8 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,8.2,"834,651",tt0093058,movie,,"$46,357,676",,,116.0,834651.0,8.2
49,tm54450,Christine,MOVIE,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,R,90,tt0085333,6.7,80945.0,Christine,1983,R,09 Dec 1983,110 min,"Horror, Thriller",John Carpenter,"Stephen King, Bill Phillips","Keith Gordon, John Stockwell, Alexandra Paul",A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.,"English, Spanish, French",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYTQxZjlhNzUtMGJkMS00ODMwLWI0NzMtZGZiYzRmODE5ODI2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.8,"100,463",tt0085333,movie,,"$21,017,849",,,110.0,100463.0,6.8
50,tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,tt0087800,7.4,230543.0,A Nightmare on Elm Street,1984,R,16 Nov 1984,91 min,Horror,Wes Craven,Wes Craven,"Heather Langenkamp, Johnny Depp, Robert Englund","Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in rea...",English,United States,7 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNTZmN2VlMWMtMTdlMi00NDBhLWIyODMtODEwMzM0ODMwMWYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,7.4,"286,563",tt0087800,movie,,"$25,624,448",,,91.0,286563.0,7.4
