Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
2020 Billboard Music Awards,2020,TV-PG,14 Oct 2020,180 min,Music,Alex Rudzinski,"Amberia Allen, Jon Macks","Addison Rae, Brandy Norwood, Taraji P. Henson","The 2020 BILLBOARD MUSIC AWARDS is a music ceremony that honors artists, albums and songs that dominated to Billboard charts over the past year, and features celebrity presenters and live musical performances.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmRjODg0ZWItNjU2Mi00NDBjLThkZDktZTU1ZTZmNTQxNjAxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,42,tt11865054,movie,N/A,N/A,N/A,N/A
Nickelodeon's Kids' Choice Awards 2020: Celebrate Together,2020,Not Rated,02 May 2020,43 min,Family,N/A,N/A,"Scarlett Johansson, Millie Bobby Brown, Robert Downey Jr.",Victoria Justice hosts a virtually produced program of this year's Kids' Choice Awards.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTQ3NThkNzItYzA0My00OTU5LWEzMzEtOTQ2ZThiNTRmMGZkXkEyXkFqcGdeQXVyODk4Nzg5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,42,tt11290570,movie,N/A,N/A,N/A,N/A
Youp van 't Hek: Oudejaarsconference 2020: Korrel zout,2020,N/A,31 Dec 2020,80 min,Comedy,Joep Krijnen,Youp van 't Hek,"Youp van 't Hek, Rens van der Zalm",Youp van't Hek looks back on a feverish 2020 and speaks on the subject of COVID-19 and his own hospitalization.,Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BOWY4YmQ2YmMtZGRlMC00Zjk2LWIxYmEtMjAxMWI3YTk5YzdlXkEyXkFqcGdeQXVyNjY5Mzc0MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,41,tt13753864,movie,N/A,N/A,N/A,N/A
A Gambler's Odyssey 2020,2019,N/A,05 Apr 2019,117 min,Fantasy,Kazuya Shiraishi,"Takehiro Irokawa, Sakichi Sato","Becky, Yôta Kawase, Masao Komatsu","Boyatetsu is from 1945, but travels forward to the year 2020. He finds himself in a Tokyo where Japanese are having less children and the population is in decline. There is also actual problems like unemployment. He is surprised, ...",Japanese,Japan,2 wins,https://m.media-amazon.com/images/M/MV5BMzA2YzIyY2EtYWQwMy00YmViLWI3ZmEtMjdhYTNkM2Q1MzUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,38,tt9551928,movie,N/A,N/A,N/A,N/A
Sult 2020,2023,N/A,10 Nov 2023,91 min,Drama,Jan Vardoen,Jan Vardoen,"Hans Olav Brenner, Jonathan Chedeville, Charlotte Frogner","Freely adapted from Knut Hamsun's Nobel Prize-winning novel ""Hunger"". A gifted artist goes through the same journey, hunger and pain in the Norwegian capitol Oslo as in 1890, but now during the Covid pandemic in the winter of 2021.",Norwegian,Norway,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYjVhNWY2MDktNmIxMi00ZTJjLWJjNWMtNWMyYjA4ZmFiOGE4XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,35,tt14793028,movie,N/A,N/A,N/A,N/A
Murilo Couto: 2020,2020,N/A,24 Dec 2020,69 min,Comedy,Junior Carelli,N/A,Murilo Couto,"In the year the world stopped, Murilo Couto talks about his fear of the pandemic, rules of distancing and even about being canceled in 2020.",Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BODk2M2QwZDItMzIwNS00OWNlLWE2NDktODUxZDdkZTA1M2FmXkEyXkFqcGdeQXVyMTk2NDE3Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,34,tt13710794,movie,N/A,N/A,N/A,N/A
2020 Hallmark Movies & Mysteries Preview Special,2020,N/A,21 Mar 2020,21 min,"Short, Mystery",Leon Knoles,Michael E. Peter,"Trevor Donovan, Danica McKellar, Victor Webster",A sneak peek at the upcoming 2020 Hallmark Movies and Mysteries channel Christmas movies. The preview is Co-hosted by Jen Lilley and Trevor Donovan. Jen Liley and Trevor Donovan also star in Hallmark Movies and Mysteries channel C...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWEyYzI3YzgtODViZC00YjI4LWIwMTItNmFjOWU5YzY3Nzk1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,33,tt11996942,movie,N/A,N/A,N/A,N/A
Dear Class of 2020,2020,N/A,07 Jun 2020,N/A,Music,James B. Merryman,"Peter Karinen (head writer), Meggie McFadden (Writer)","J.J. Abrams, Ray Allen, La La Anthony, Beyoncé",Livestreamed event featuring celebrities delivering commencement speeches for the graduating class of 2020 while they were in quarantine isolation due to the COVID-19 crisis.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BM2FkZjIzZjYtNmNiZC00Yzc4LThjNWQtNWY1OTQ3MTc5OGY2XkEyXkFqcGdeQXVyNTk5NTQzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,32,tt12477304,movie,N/A,N/A,N/A,N/A
Police 2020,1997,N/A,N/A,102 min,"Crime, Sci-Fi",David Richards,Paul Abbott,"Liam Cunningham, Rachel Davies, Nick Reding","In 2020, DCI Billy O'Connell is tasked with tackling an armed suspect who takes a group of Russian immigrants hostage in a lift after blaming the immigrant population for an outbreak of tuberculosis that killed most of his family.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTM0MDdiMWQtMzFiMy00OWNkLWFiOTMtNDg0ZjcyNjk4MGE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,31,tt0216978,movie,N/A,N/A,N/A,N/A
WWE Hall of Fame 2020,2021,N/A,06 Apr 2021,91 min,Sport,N/A,N/A,"Jerry Lawler, Hulk Hogan, Kevin Nash",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmZlMWI1ZWQtNzJlZi00Y2VkLTkwNzEtNTFjMWRlMmM2MmRjXkEyXkFqcGdeQXVyNDkwMzY5NjQ@._V1_SX300.jpg,[],N/A,N/A,31,tt14402696,movie,N/A,N/A,N/A,N/A
Ilana Glazer Presents Comedy on Earth: NYC 2020-2021,2021,N/A,10 Sep 2021,N/A,Comedy,Kristian Mercado,"Ilana Glazer, Kelsie Kiley, Alison Leiby","Ilana Glazer, Petey Deabreu, Alison Leiby","Features different comedians who open up about their lives during the COVID-19 pandemic, doing virtual stand-up shows.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2JhZTE1ZjYtODQ5OC00MzgzLThmNWYtNDFhY2ZjYzEyMjdiXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,28,tt15301800,movie,N/A,N/A,N/A,N/A
Burning Man 2020,1998,N/A,N/A,N/A,Documentary,Christoph Gampl,Christoph Gampl,"Anton, Cody Cabana, Cybersam",N/A,N/A,Germany,1 nomination,https://m.media-amazon.com/images/M/MV5BMTQ5MzE4OTE5MV5BMl5BanBnXkFtZTcwNDY2MjMyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",N/A,3.6,28,tt0208020,movie,N/A,N/A,N/A,N/A
The Rock & Roll Hall of Fame 2020 Inductions,2020,TV-MA,07 Nov 2020,128 min,Music,Joel Gallen,N/A,"Judd Apatow, Aphiniti, Irving Azoff","A ceremony for the Class of 2020 inductees into the Rock and Roll Hall of Fame. The ceremony takes place on November 7, 2020 in Cleveland, Ohio, and airs on HBO.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTcwMTY5N2UtODc2Ny00ZmI1LWI5ZjYtNDA0MzExZjNiZjQ0XkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,28,tt14086138,movie,N/A,N/A,N/A,N/A
2020,2020,Not Rated,27 Nov 2020,94 min,Documentary,Hernán Zin,Hernán Zin,N/A,"Madrid was one of the hardest-hit regions in the world by the pandemic of Covid-19. When the state of alarm was declared in March 2020, awarded filmmaker Hernán Zin grab his camera and went out to portray it from all fronts: hospi...",Spanish,Spain,4 wins total,https://m.media-amazon.com/images/M/MV5BMTk5NDc4YTAtNTVjZi00NDYwLWE5YzEtZmU4ZmNhZjkzNmNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,27,tt13424166,movie,N/A,N/A,N/A,N/A
KISS 2020 Goodbye,2020,N/A,31 Dec 2020,N/A,Music,"Daniel E. Catullo, Colby Geneau","Daniel E. Catullo, Carl Rosenberg","Gene Simmons, Paul Stanley, Tommy Thayer",N/A,English,United Arab Emirates,9 wins,https://m.media-amazon.com/images/M/MV5BNTk3ZWQ0ZTItNWJiNC00ZTdmLWE5NTktZTk5YjAwNTEzNGMyXkEyXkFqcGdeQXVyNjUzNDc1ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,27,tt13497958,movie,N/A,N/A,N/A,N/A
Homeschool Musical: Class of 2020,2020,N/A,17 Dec 2020,N/A,N/A,N/A,N/A,"Laura Benanti, Alana Bright, Jeffrey Cornelius",Exploring the themes of classic teen movies through the lens of a world turned upside down by the global pandemic.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2ViMDk1ZGItOWY0My00M2Y1LWJjOGYtOGNkNjQ4NTFhOTUxXkEyXkFqcGdeQXVyMTAxMjE1OTQw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,27,tt12861470,movie,N/A,N/A,N/A,N/A
Swat Chicks: Shanghai 2020,2009,N/A,11 Jun 2009,32 min,"Short, Action, Adventure","Severin Bonnichon, Xu Li, Gianpaolo Lupori","David Minnihan, Richard Trombly, Juan Vargas","Zina Blahusova, Jon T. Benn, Puki Bauer","An epic Hollywood film with Zina Blahusova (Hostel and Last Holiday),Puki B,Jon Benn. In Shanghai 2020:someone manipulate everyone with chip that see their behavior.A woman don't like it.The SWAT Chicks are call to kick the bad pe...","English, Chinese",China,N/A,https://m.media-amazon.com/images/M/MV5BOWYzZWY3ZjgtZWQxZC00ZDk3LTk4MmQtZDJkYzFiZWU2ZDU5XkEyXkFqcGdeQXVyMTM5MDgzMjM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '1.8/10'}]",N/A,1.8,25,tt2002813,movie,N/A,N/A,N/A,N/A
"Fire in the Heartland: Kent State, May 4, and Student Protest in America (2020)",2020,N/A,05 May 2020,86 min,"Documentary, Action, Drama",Daniel Miller,"Sam Allen, Thomas Grace, Daniel Miller","Ray Brown, Chris Butler, Chic Canfora","This is the story of Kent State University students who stood up to question racism, violence against protesters, and the long American involvement in the Vietnam War. On May 4, 1970, the National Guard shot thirteen of them, kill...",English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,24,tt1669591,movie,N/A,N/A,N/A,N/A
2020 Oscar Nominated Short Films: Documentary,2020,N/A,31 Jan 2020,160 min,Documentary,N/A,N/A,N/A,2020 Oscar Nominated of Short Films Documentary: * Learning to Skateboard in a Warzone (If you're a Girl) * Life Overtakes Me * In The Absence * St. Louis Superman * Walk Run CHA-CHA,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmNkMjZmZmYtNjY4MS00NWY2LWFmMWItZTVhNjliMTQwNWZmXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,24,tt11696986,movie,N/A,N/A,N/A,N/A
Microphones in 2020,2020,N/A,06 Aug 2020,44 min,"Short, Biography",Phil Elverum,Phil Elverum,Phil Elverum,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWJjZGNjZTUtOWMyNS00ZmQxLTgyYmUtMDllM2IwYTZjYzUzXkEyXkFqcGdeQXVyNjkwMTYxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,24,tt12842908,movie,N/A,N/A,N/A,N/A
2020 Vice Presidential Debate,2020,N/A,07 Oct 2020,92 min,News,N/A,N/A,"Kamala Harris, Mike Pence, Susan Page",The 2020 Vice Presidential Debates with Vice President Mike Pence and Senator Kamala Harris.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODhiMzkyY2UtNjg5Yy00ZDhjLWJmODEtOTk1YTI1YzNjNDc1XkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,23,tt13192774,movie,N/A,N/A,N/A,N/A
Guido Weijers: Oudejaarsconference 2020,2020,N/A,31 Dec 2020,75 min,Comedy,N/A,Guido Weijers,Guido Weijers,N/A,Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BOTVlMGFiNWItMjgzMS00NWNkLTg4NDAtNzliZWI1OTZjYjcwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,23,tt13766994,movie,N/A,N/A,N/A,N/A
Facebook: Groups - Ready to Rock? - 2020 Super Bowl Commercial,2020,N/A,02 Feb 2020,1 min,"Short, Drama",N/A,N/A,"Jennifer Butler, Michelle DiBenedetti, Michele Karmin","Facebook Groups, ""Ready to Rock?""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGRlMmM5MjYtZjE5ZC00MjNlLWI3NzYtYzhhNTZmZWUzNWFmXkEyXkFqcGdeQXVyMzg2NTY1NTY@._V1_SX300.jpg,[],N/A,N/A,22,tt21206212,movie,N/A,N/A,N/A,N/A
2020: The Lost Year,2021,N/A,21 Mar 2021,N/A,"Documentary, Short, History",Serkan Metan,Serkan Metan,"Ilham Aliyev, Nicos Anastasiades, Joe Biden","Without a doubt, the year 2020 has been a terrible one. Now it's time to face. Most important scenes, unforgettable memories, experiences, mistakes, learning and hopes.",English,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMmEyMjRkNjItZDUyYS00ZWE1LTg2NzAtZDkxYTJmOGM1MDU1XkEyXkFqcGdeQXVyNDA0MTkyMDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,21,tt14211024,movie,N/A,N/A,N/A,N/A
CatVideoFest 2020,2020,N/A,22 Feb 2020,75 min,Documentary,Alex P. Kitten,N/A,N/A,"A compilation reel of the latest and best cat videos culled from countless hours of unique submissions and sourced animations, music videos and classic internet powerhouses.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTBlNTM3NTgtYjQxZC00NTIxLTljMWUtYTAwZDllZWNmMTNmXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,21,tt11600880,movie,N/A,"$437,625",N/A,N/A
2020. Msk,2020,N/A,31 Dec 2020,3 min,"Documentary, Short",Sergey A.,Sergey A.,N/A,2020 year as it was in the live.,None,Russia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '9.5/10'}]",N/A,9.5,19,tt13897928,movie,N/A,N/A,N/A,N/A
The 2020 Rock & Roll Hall of Fame Induction Ceremony Virtual Red Carpet Live,2020,N/A,07 Nov 2020,N/A,Talk-Show,N/A,"Carrie Keagan, Ellie Ovsenik","Carrie Keagan, The Edge, Nancy Wilson",Carrie Keagan returns to host the 2020 Rock and Roll Hall of Fame Induction Ceremony Virtual Red Carpet Live.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGQwZjJjNWMtN2U5Yy00OTkxLTgzZDAtNjBkOWZlMGRjODRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,19,tt13380974,movie,N/A,N/A,N/A,N/A
Japan Sinks: 2020 Theatrical Edition,2020,N/A,13 Nov 2020,151 min,Drama,"Masaaki Yuasa, Pyeon-Gang Ho","Toshio Yoshitaka, Sakyô Komatsu","Reina Ueda, Tomo Muranaka, Yûko Sasaki","A massive earthquake destroys Tokyo and upends the tranquil life of siblings Ayumu and Go Muto. Amid the chaos, they attempt to escape the city with their parents, but hour by hour the islands of Japan are sinking, gradually trapp...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMTFiOTdmMjYtNjNhNy00ZTc3LWFjYWMtNzgxNGUyNjQwYjMwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,19,tt14722156,movie,N/A,N/A,N/A,N/A
Lockdown 2020 - L'Italia invisibile,2020,N/A,17 Oct 2020,19 min,"Documentary, Short",Omar Rashid,"Omar Rashid, Laura Accerboni","Vinicio Marchioni, Matilde Gioli",Show Italy during the national lockdown for the Covid-19 pandemic.,Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BM2Y0ZWI4ZTAtYTEwMi00MzBhLTlkNDYtMmZhYzk2Y2JmZDFiXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.6/10'}]",N/A,2.6,18,tt13333840,movie,N/A,N/A,N/A,N/A
2020,2020,N/A,01 Oct 2020,N/A,Documentary,Kris Kidd,Kris Kidd,"Christopher 'Bubba' Smith, Santiago 'Diego' Hernandez, Randy Baldwin",2020 is the most decisive year in modern memory. Kris Kidd captures the divide of our Nation and hopefully the much needed mend.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmY0M2EwOTQtNjEwZC00YTFkLWI1NGMtYzFiMTFlOWZjNTA5XkEyXkFqcGdeQXVyMjY3NjQ3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,18,tt11500368,movie,N/A,N/A,N/A,N/A
Hindsight 2020,2024,N/A,N/A,120 min,"Drama, Thriller",Bryan Dobson,Bryan Dobson,"Vin Morreale Jr., Brian O'Halloran, Martha Frazier","Hindsight 2020 is a political thriller depicting a worst-case scenario of what America could become in the near future. The film focuses on one of the remaining middle class families and their struggle to survive, as well as a Pre...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjA5OTI0NTcwNF5BMl5BanBnXkFtZTgwNzY2MDUxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '10.0/10'}]",N/A,10.0,17,tt1837569,movie,N/A,N/A,N/A,N/A
Prêmio Multishow de Música Brasileira 2020,2020,N/A,11 Nov 2020,N/A,Music,Pedro Secchin,N/A,"Diva Depressão, Dilsinho, Jup do Bairro",N/A,Portuguese,Brazil,1 nomination,https://m.media-amazon.com/images/M/MV5BYmYxZDJlMTYtNmM3ZS00NGEzLTliZWUtOTZlNTgzMjU5NWFhXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,17,tt13556732,movie,N/A,N/A,N/A,N/A
The Game Awards 2020,2020,N/A,10 Dec 2020,N/A,N/A,Richard A. Preuss,N/A,"Troy Baker, Lorne Balfe, Josef Fares",N/A,N/A,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,17,tt13687276,movie,N/A,N/A,N/A,N/A
The Year: 2020,2020,N/A,29 Dec 2020,N/A,News,Rob Vint,Kim Powers,"Emmanuel Acho, Lola Aravena, Melody Aravena",N/A,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,17,tt13656268,movie,N/A,N/A,N/A,N/A
2020 Chaos and Hope,2022,N/A,25 Oct 2023,95 min,Documentary,June Beallor,N/A,"Cornell William Brooks, Joan Donovan, Hany Farid","It showcases a group of individuals, including frontline workers, educators, activists, historians, scientists and politicians, as they reflect on the turbulent year 2020 and contemplate America's future.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2IxYmIyYmYtMzNhMC00NDg4LWEyNWItMjdkZWE5NmE0ODA3XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,17,tt22780164,movie,N/A,N/A,N/A,N/A
Official Film of the Olympic Games Tokyo 2020 Side A,2022,N/A,03 Jun 2022,119 min,"Documentary, Sport",Naomi Kawase,N/A,N/A,"Follows Japanese director Naomi Kawase as she directs the official film of the Tokyo 2020 Olympic Games, giving a message that goes beyond the physical exploit to mark souls, with her style and all her subtlety.",Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BMDg0YTVjMjItNWM0NC00Nzk0LThlNGQtNjUzNDExNjFlODUwXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,[],N/A,N/A,16,tt19885624,movie,N/A,N/A,N/A,N/A
Gaia 2020,2019,N/A,01 Oct 2019,76 min,Documentary,Jennifer Athena Galatis,N/A,N/A,"Gaia is a non narrative film documentary exploring our relationship with earth, religion our habitats around the world and the environment. It took 3 years to make the movie and the producers traveled to Greenland, Jerusalem, Jord...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOGJhODhkYjYtMzg5ZS00YjY2LTk0MDktZGY2MTAxY2JiM2UwXkEyXkFqcGdeQXVyMzQwODgwMDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,16,tt11017534,movie,N/A,N/A,N/A,N/A
The BRIT Awards 2020,2020,N/A,18 Feb 2020,109 min,Music,Hamish Hamilton,"Alex Endleman, Ivo Graham, Aiden Spackman","Jack Whitehall, Lizzo, Anne-Marie","The BRIT Awards is the biggest and most prestigious night in the UK music calendar. The 40th BRIT Awards will take place at London's O2 Arena, hosted by Jack Whitehall.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNWZjNDI5ZWItMmZjNS00ZjMzLWIyYzMtMjYxOGYzODQ0NTlkXkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_SX300.jpg,[],N/A,N/A,15,tt11828422,movie,N/A,N/A,N/A,N/A
2020 Covid 19 Zombi Masacre,2020,N/A,18 Apr 2020,68 min,Horror,Germán Magariños,N/A,"Leandro De la Torre, Vic Cicuta, Camilo De Cabo",N/A,Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BZjc2ZTFlMjMtZTVhOC00ZDM4LTk0YTctZTcwYmQzN2E1NzQwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,15,tt12285914,movie,N/A,N/A,N/A,N/A
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,N/A,14 Aug 2020,59 min,"Documentary, Sport",Anna Stone,N/A,"Harsha Bhogle, Ian Bishop, Adam Gilchrist","The sports-documentary celebrates the 17-day, T20 World Cup tournament in Australia, which saw the emergence of new heroes in the women's game as more cricket fans than ever before switched on.",English,United Arab Emirates,N/A,https://m.media-amazon.com/images/M/MV5BNzc3M2I1Y2YtNjQ3NS00ZGE2LTkxYWYtMTNlMDViMThmNDYwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,15,tt15929232,movie,N/A,N/A,N/A,N/A
"Cal State Long Beach, CA, January 2020",2021,N/A,21 Oct 2021,10 min,"Documentary, Short",Kelly Reichardt,N/A,"Alexander Demetriou, Jessica Jackson Hutchins",N/A,None,France,N/A,N/A,[],N/A,N/A,14,tt30788374,movie,N/A,N/A,N/A,N/A
2020: The Story of Us,2021,N/A,16 Mar 2021,N/A,Documentary,"David Charap, Kevin Macdonald",N/A,N/A,N/A,English,United Kingdom,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,14,tt14273794,movie,N/A,N/A,N/A,N/A
History of the TT 1907-2020,2021,N/A,06 Apr 2021,171 min,Documentary,Lee Masterson,N/A,"Giacomo Agostini, Joey Dunlop, Mike Hailwood","Discover the stories of legends like Hailwood, Dunlop and more, and their contributions to the epic story of the Isle of Man TT.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTQwOTFhMDktNTQxYS00NDJjLWEyZDMtMDQ2ZGRhMjBkYWRjXkEyXkFqcGdeQXVyMTMwNjY0MjA4._V1_SX300.jpg,[],N/A,N/A,13,tt14799364,movie,N/A,N/A,N/A,N/A
Cars Visual Movie Remix 2020,2020,N/A,20 Dec 2020,N/A,"Short, Music",Paul T.T. Easter,Paul T.T. Easter,Paul T.T. Easter,The famous car chase sequence from the Lock down 2021 director's cut.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZGVkMmYxZWItYWQ4Mi00ZjI0LWFmNmEtYmI2YjM1NjA5MGNjXkEyXkFqcGdeQXVyMzMyODg4NDM@._V1_SX300.jpg,[],N/A,N/A,13,tt13683892,movie,N/A,N/A,N/A,N/A
